DAT_DATA_SERVIZIO,COD_ANNO_STAGIONE,DES_ANNO_STAGIONE,DES_STAGIONALITA,DES_TIPOLOGIA_GIORNO,DES_PERIODICITA,FLG_ESCLUSIONE_STATISTICA,DES_MOTIVO_ESCLUSIONE
2020-01-18,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Sabato,null,N,null
2020-01-19,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Festivo,null,N,null
2020-01-20,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-01-21,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-01-22,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-01-23,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-01-24,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-01-25,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Sabato,null,N,null
2020-01-26,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Festivo,null,N,null
2020-01-27,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-01-28,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-01-29,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-01-30,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-01-31,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-01,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Sabato,null,N,null
2020-02-02,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Festivo,null,N,null
2020-02-03,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-04,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-05,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-06,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-07,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-08,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Sabato,null,N,null
2020-02-09,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Festivo,null,N,null
2020-02-10,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-11,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-12,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-13,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-14,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-15,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Sabato,null,N,null
2020-02-16,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Festivo,null,N,null
2020-02-17,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-18,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-19,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-20,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-21,2020-INV,2019-20 Invernale 2 (gennaio-21 Febbraio),Invernale,Feriale Lun-Ven,null,N,null
2020-02-22,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Sabato,null,N,null
2020-02-23,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Festivo,null,N,null
2020-02-24,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Feriale Lun-Ven,null,N,null
2020-02-25,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Feriale Lun-Ven,null,N,null
2020-02-26,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Feriale Lun-Ven,null,N,null
2020-02-27,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Feriale Lun-Ven,null,N,null
2020-02-28,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Feriale Lun-Ven,null,N,null
2020-02-29,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Sabato,null,N,null
2020-03-01,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Festivo,null,N,null
2020-03-02,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Feriale Lun-Ven,null,N,null
2020-03-03,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Feriale Lun-Ven,null,N,null
2020-03-04,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Feriale Lun-Ven,null,N,null
2020-03-05,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Feriale Lun-Ven,null,N,null
2020-03-06,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Feriale Lun-Ven,null,N,null
2020-03-07,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Sabato,null,N,null
2020-03-08,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Festivo,null,N,null
2020-03-09,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Feriale Lun-Ven,null,N,null
2020-03-10,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Feriale Lun-Ven,null,N,null
2020-03-11,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Feriale Lun-Ven,null,N,null
2020-03-12,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Feriale Lun-Ven,null,N,null
2020-03-13,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Feriale Lun-Ven,null,N,null
2020-03-14,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Sabato,null,N,null
2020-03-15,2020-INVSTR1,2019-20 Straordinario 1 (22 febbraio -15 marzo),null,Festivo,null,N,null
2020-03-16,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Feriale Lun-Ven,null,N,null
2020-03-17,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Feriale Lun-Ven,null,N,null
2020-03-18,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Feriale Lun-Ven,null,N,null
2020-03-19,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Feriale Lun-Ven,null,N,null
2020-03-20,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Feriale Lun-Ven,null,N,null
2020-03-21,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Sabato,null,N,null
2020-03-22,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Festivo,null,N,null
2020-03-23,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Feriale Lun-Ven,null,N,null
2020-03-24,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Feriale Lun-Ven,null,N,null
2020-03-25,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Feriale Lun-Ven,null,N,null
2020-03-26,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Feriale Lun-Ven,null,N,null
2020-03-27,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Feriale Lun-Ven,null,N,null
2020-03-28,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Sabato,null,N,null
2020-03-29,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Festivo,null,N,null
2020-03-30,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Feriale Lun-Ven,null,N,null
2020-03-31,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Feriale Lun-Ven,null,N,null
2020-04-01,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Feriale Lun-Ven,null,N,null
2020-04-02,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Feriale Lun-Ven,null,N,null
2020-04-03,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Feriale Lun-Ven,null,N,null
2020-04-04,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Sabato,null,N,null
2020-04-05,2020-INVSTR2,2019-20 Straordinario 2 (16 marzo - 5 aprile),null,Festivo,null,N,null
2020-04-06,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-07,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-08,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-09,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-10,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-11,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Sabato,null,N,null
2020-04-12,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,null,null,N,null
2020-04-13,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Festivo,null,N,null
2020-04-14,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-15,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-16,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-17,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-18,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Sabato,null,N,null
2020-04-19,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Festivo,null,N,null
2020-04-20,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-21,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-22,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-23,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-24,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-25,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Festivo,null,N,null
2020-04-26,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Festivo,null,N,null
2020-04-27,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-28,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-29,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-04-30,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Feriale Lun-Ven,null,N,null
2020-05-01,2020-INV3,2019-20 Invernale 3 (20 aprile - maggio),null,null,null,S,SOSPESO
2020-05-02,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Sabato,null,N,null
2020-05-03,2020-INVSTR3,2019-20 Straordinario 3 (6 aprile - 3maggio),null,Festivo,null,N,null
2020-05-04,2020-INVSTR4,2019-20 Straordinario 4 (4 maggio -17 maggio),null,Feriale Lun-Ven,null,N,null
2020-05-05,2020-INVSTR4,2019-20 Straordinario 4 (4 maggio -17 maggio),null,Feriale Lun-Ven,null,N,null
2020-05-06,2020-INVSTR4,2019-20 Straordinario 4 (4 maggio -17 maggio),null,Feriale Lun-Ven,null,N,null
2020-05-07,2020-INVSTR4,2019-20 Straordinario 4 (4 maggio -17 maggio),null,Feriale Lun-Ven,null,N,null
2020-05-08,2020-INVSTR4,2019-20 Straordinario 4 (4 maggio -17 maggio),null,Feriale Lun-Ven,null,N,null
2020-05-09,2020-INVSTR4,2019-20 Straordinario 4 (4 maggio -17 maggio),null,Sabato,null,N,null
2020-05-10,2020-INVSTR4,2019-20 Straordinario 4 (4 maggio -17 maggio),null,Festivo,null,N,null
2020-05-11,2020-INVSTR4,2019-20 Straordinario 4 (4 maggio -17 maggio),null,Feriale Lun-Ven,null,N,null
2020-05-12,2020-INVSTR4,2019-20 Straordinario 4 (4 maggio -17 maggio),null,Feriale Lun-Ven,null,N,null
2020-05-13,2020-INVSTR4,2019-20 Straordinario 4 (4 maggio -17 maggio),null,Feriale Lun-Ven,null,N,null
2020-05-14,2020-INVSTR4,2019-20 Straordinario 4 (4 maggio -17 maggio),null,Feriale Lun-Ven,null,N,null
2020-05-15,2020-INVSTR4,2019-20 Straordinario 4 (4 maggio -17 maggio),null,Feriale Lun-Ven,null,N,null
2020-05-16,2020-INVSTR4,2019-20 Straordinario 4 (4 maggio -17 maggio),null,Sabato,null,N,null
2020-05-17,2020-INVSTR4,2019-20 Straordinario 4 (4 maggio -17 maggio),null,Festivo,null,N,null
2020-05-18,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-05-19,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-05-20,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-05-21,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-05-22,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-05-23,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Sabato,null,N,null
2020-05-24,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Festivo,null,N,null
2020-05-25,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-05-26,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-05-27,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-05-28,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-05-29,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-05-30,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Sabato,null,N,null
2020-05-31,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Festivo,null,N,null
2020-06-01,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,S,PONTE 2 GIUGNO
2020-06-02,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Festivo,null,S,PONTE 2 GIUGNO
2020-06-03,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-06-04,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-06-05,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-06-06,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Sabato,null,N,null
2020-06-07,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Festivo,null,N,null
2020-06-08,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-06-09,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-06-10,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-06-11,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-06-12,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Feriale Lun-Ven,null,N,null
2020-06-13,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Sabato,null,N,null
2020-06-14,2020-INVSTR5,2019-20 Straordinario 5 (18 maggio -14 giugno),null,Festivo,null,N,null
2020-06-15,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-06-16,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-06-17,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-06-18,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-06-19,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-06-20,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Sabato,null,N,null
2020-06-21,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Festivo,null,N,null
2020-06-22,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-06-23,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-06-24,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-06-25,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-06-26,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-06-27,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Sabato,null,N,null
2020-06-28,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Festivo,null,N,null
2020-06-29,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-06-30,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-01,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-02,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-03,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-04,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Sabato,null,N,null
2020-07-05,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Festivo,null,N,null
2020-07-06,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-07,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-08,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-09,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-10,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-11,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Sabato,null,N,null
2020-07-12,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Festivo,null,N,null
2020-07-13,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-14,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-15,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-16,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-17,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-18,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Sabato,null,N,null
2020-07-19,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Festivo,null,N,null
2020-07-20,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-21,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-22,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-23,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-24,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-25,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Sabato,null,N,null
2020-07-26,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Festivo,null,N,null
2020-07-27,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-28,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-29,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-30,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-07-31,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Feriale Lun-Ven,null,N,null
2020-08-01,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Sabato,null,N,null
2020-08-02,20-ESTSTR1,2020 Estivo Straodinario 1 (15 giugno - 2 agosto),null,Festivo,null,N,null
2020-08-03,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2020-08-04,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2020-08-05,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2020-08-06,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2020-08-07,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2020-08-08,20-ago,2020 Agosto,Agosto,Sabato,null,N,null
2020-08-09,20-ago,2020 Agosto,Agosto,Festivo,null,N,null
2020-08-10,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,S,SETTIMANA FERRAGOSTO
2020-08-11,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,S,SETTIMANA FERRAGOSTO
2020-08-12,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,S,SETTIMANA FERRAGOSTO
2020-08-13,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,S,SETTIMANA FERRAGOSTO
2020-08-14,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,S,SETTIMANA FERRAGOSTO
2020-08-15,20-ago,2020 Agosto,null,null,null,S,SOSPESO
2020-08-16,20-ago,2020 Agosto,Agosto,Festivo,null,S,SETTIMANA FERRAGOSTO
2020-08-17,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2020-08-18,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2020-08-19,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2020-08-20,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2020-08-21,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2020-08-22,20-ago,2020 Agosto,Agosto,Sabato,null,N,null
2020-08-23,20-ago,2020 Agosto,Agosto,Festivo,null,N,null
2020-08-24,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2020-08-25,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2020-08-26,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2020-08-27,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2020-08-28,20-ago,2020 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2020-08-29,20-ago,2020 Agosto,Agosto,Sabato,null,N,null
2020-08-30,20-ago,2020 Agosto,Agosto,Festivo,null,N,null
2020-08-31,20-EST,2020 Estivo,null,Feriale Lun-Ven,null,N,null
2020-09-01,20-EST,2020 Estivo,null,Feriale Lun-Ven,null,N,null
2020-09-02,20-EST,2020 Estivo,null,Feriale Lun-Ven,null,N,null
2020-09-03,20-EST,2020 Estivo,null,Feriale Lun-Ven,null,N,null
2020-09-04,20-EST,2020 Estivo,null,Feriale Lun-Ven,null,N,null
2020-09-05,20-EST,2020 Estivo,null,Sabato,null,N,null
2020-09-06,20-EST,2020 Estivo,null,Festivo,null,N,null
2020-09-07,20-EST,2020 Estivo,null,Feriale Lun-Ven,null,N,null
2020-09-08,20-EST,2020 Estivo,null,Feriale Lun-Ven,null,N,null
2020-09-09,20-EST,2020 Estivo,null,Feriale Lun-Ven,null,N,null
