COD_MATRICOLA_VEICOLO,DES_TARGA,DES_TARGA_PRECEDENTE,NUM_POSTI_A_SEDERE,NUM_POSTI_TOTALI_LIBRETTO,NUM_LUNGHEZZA_EFFETTIVA,NUM_MAX_CLASSE_DIMENSIONE,COD_DIMENSIONE,DES_DIMENSIONE,DES_CLASSE_DIMENSIONE,DES_NORMATIVA_INQUINANTI_CEE,COD_CARROZZERIA_MCTC,DES_CARROZZERIA_MCTC,COD_CATEGORIA_MCTC,DES_CATEGORIA_MCTC,COD_CLASSE_MCTC,DES_CLASSE_MCTC,COD_CLASSE_AMBIENTALE,DES_CLASSE_AMBIENTALE,COD_TIPO_PIANALE,DES_TIPO_PIANALE,COD_TIPO_VEICOLO,DES_TIPO_VEICOLO,COD_CARROZZERIA,DES_CARROZZERIA,COD_VERSIONE_CARROZZERIA,DES_VERSIONE_CARROZZERIA,COD_FAMIGLIA_BUS,DES_FAMIGLIA_BUS,DES_TIPO_PROPRIETA,COD_GRUPPO_VEICOLO,DES_GRUPPO_VEICOLO,COD_SCARL,DES_SCARL,COD_MARCA,DES_MARCA,COD_MODELLO,DES_MODELLO_MARCA,COD_ALIMENTAZIONE,DES_ALIMENTAZIONE,COD_STATO_VEICOLO_ATTUALE,DES_STATO_VEICOLO_ATTUALE,COD_USO_VEICOLO,DES_USO_VEICOLO,COD_ENTE_CONCEDENTE,DES_ENTE_CONCEDENTE,COD_LOTTO_CONTRATTO_BUS,DES_LOTTO_CONTRATTO_BUS,COD_DEPOSITO_BUS_ATTUALE,DES_DEPOSITO_BUS_ATTUALE,COD_DEPOSITO_BUS_ASSEGNATO,DES_DEPOSITO_BUS_ASSEGNATO,COD_SEDE_LAVORAZIONE_BUS,DES_SEDE_LAVORAZIONE_BUS,COD_PROPRIETARIO,DES_PROPRIETARIO,DES_TIPOLOGIA_PROPRIETARIO,COD_BACINO,COD_UNITA_PRODUTTIVA,COD_PRODOTTO_TRAZIONE,DES_PRODOTTO_TRAZIONE,COD_MOTORE,DAT_IMMATRICOLAZIONE,DAT_ENTRATA_SERVIZIO,DAT_USCITA_SERVIZIO,NUM_ANNI_ETA,DAT_ATTIVAZIONE_FULL_SERVICE,DAT_SCADENZA_FULL_SERVICE,DAT_INIZIO_CONTRATTO,DAT_FINE_CONTRATTO,DAT_ULTIMA_REVISIONE,DAT_SCADENZA_REVISIONE,DAT_SCADENZA_GARANZIA,DAT_ULTIMO_RIFORNIMENTO,DAT_ALIENAZIONE,DAT_AUT_ALIENAZIONE,FLG_VALIDITA,DAT_INIZIO_VALIDITA,DAT_FINE_VALIDITA,FLG_MOVIMENTO,NUM_KM_PROGR,IMP_PREZZO_ACQ,IMP_FINANZIAMENTO,IMP_VALORE_RESIDUO_ATT,FLG_LEASING,FLG_FULL_SERVICE
57127,FC383FF,null,28,29,7.57,8.00,01,CORTO,CORTO da 6.00 m a 8.00 m,null,CQ,AUTOBUS A UN PIANO,M3,AUTOBUS,III,CLASSE III,E4,EURO4,03,RIALZATO (PIANALE MAX 87 CM),C1,BUSSINO,55,CAETANO,01,OPTIMO,05,NOLEGGIO CON CONDUCENTE,PROPRIETA,071,INT/TOR - ATIPICO CAVOURESE,null,null,TOY,TOYOTA,005,C24,null,null,R,ROTTAMATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,AAS,null,AAS,null,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,TOR,null,1,GASOLIO AUT.,null,2007-10-12,2022-04-01,2022-06-28,18,null,null,null,null,2021-09-01,2022-09-30,null,2022-06-21,null,null,S,2021-01-01,2999-12-31,S,361488,106500.00,0.00,0.00,null,N
57354,FJ347BN,null,54,55,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CQ,AUTOBUS A UN PIANO,M3,AUTOBUS,III,CLASSE III,E5,EURO5,03,RIALZATO (PIANALE MAX 87 CM),L1,12M,13,MAN NUTZFAHRZEUGE,001,LION'S COACH,05,NOLEGGIO CON CONDUCENTE,PROPRIETA,071,INT/TOR - ATIPICO CAVOURESE,null,null,MAN,MAN NUTZFAHRZEUGE,015,R07,null,null,E,ESERCIZIO,null,null,null,null,null,null,GIA,GIAVENO,GIA,GIAVENO,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,TOR,null,1H,GASOLIO AUT/HVO,null,2013-04-03,2022-04-01,null,13,null,null,null,null,2025-11-03,2026-11-30,null,2026-07-01,null,null,S,2021-01-01,2999-12-31,S,603537,220000.00,0.00,0.00,null,N
58317,ES803ME,null,22,23,5.93,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,CU,A UN PIANO,M3,AUTOBUS,A,CLASSE A,E2,EURO2,03,RIALZATO (PIANALE MAX 87 CM),C1,BUSSINO,08,FIAT,null,null,11,SCUOLA BUS,PROPRIETA,071,INT/TOR - ATIPICO CAVOURESE,null,null,FIA,FIAT,018,DUCATO,null,null,R,ROTTAMATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,AAS,null,AAS,null,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,TOR,null,1,GASOLIO AUT.,null,1999-07-14,2022-04-01,2023-06-01,27,null,null,null,null,2022-09-05,2023-09-30,null,2023-06-01,null,null,S,2021-01-01,2999-12-31,S,232136,35000.00,0.00,456.48,null,N
58327,EV589DN,null,27,28,7.82,8.00,01,CORTO,CORTO da 6.00 m a 8.00 m,null,CU,A UN PIANO,M3,AUTOBUS,A,CLASSE A,E3,EURO3,03,RIALZATO (PIANALE MAX 87 CM),C1,BUSSINO,30,IVECO,013,DAILY POP,11,SCUOLA BUS,PROPRIETA,071,INT/TOR - ATIPICO CAVOURESE,null,null,IVE,IVECO,null,null,null,null,E,ESERCIZIO,null,null,null,null,null,null,OSA,null,OSA,null,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,TOR,null,1H,GASOLIO AUT/HVO,null,2004-01-12,2022-04-01,null,22,null,null,null,null,2026-01-20,2027-01-31,null,2026-06-09,null,null,S,2021-01-01,2999-12-31,S,301570,40000.00,0.00,529.69,null,N
58988,AT 780AR,null,22,23,6.86,8.00,01,CORTO,CORTO da 6.00 m a 8.00 m,null,null,null,M3,AUTOBUS,null,null,E2,EURO2,null,null,null,null,30,IVECO,013,DAILY POP,11,SCUOLA BUS,COMODATO,071,INT/TOR - ATIPICO CAVOURESE,null,null,IVE,IVECO,null,null,null,null,A,ALIENATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,AAS,null,AAS,null,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,TOR,null,1,GASOLIO AUT.,null,1997-06-10,2022-04-01,2022-06-30,29,null,null,null,null,2021-09-01,2022-09-30,null,2022-06-08,2022-06-30,null,S,2021-01-01,2999-12-31,S,349838,0.00,0.00,0.00,null,N
58992,DY 093DK,null,21,23,6.36,8.00,01,CORTO,CORTO da 6.00 m a 8.00 m,null,CQ,AUTOBUS A UN PIANO,M3,AUTOBUS,III,CLASSE III,E4,EURO4,null,null,null,null,08,FIAT,null,null,11,SCUOLA BUS,COMODATO,071,INT/TOR - ATIPICO CAVOURESE,null,null,FIA,FIAT,018,DUCATO,null,null,A,ALIENATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,AAS,null,AAS,null,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,TOR,null,1,GASOLIO AUT.,null,2009-07-10,2022-04-01,2022-09-01,17,null,null,null,null,2021-09-01,2022-09-30,null,2022-05-27,2022-09-01,null,S,2021-01-01,2999-12-31,S,138741,0.00,0.00,0.00,null,N
58997,CP547LZ,null,29,30,6.95,8.00,01,CORTO,CORTO da 6.00 m a 8.00 m,null,CQ,AUTOBUS A UN PIANO,M3,AUTOBUS,III,CLASSE III,E3,EURO3,null,null,null,null,null,null,null,null,11,SCUOLA BUS,COMODATO,071,INT/TOR - ATIPICO CAVOURESE,null,null,IVE,IVECO,null,null,null,null,A,ALIENATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,AAS,null,AAS,null,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,TOR,null,1,GASOLIO AUT.,null,2004-09-09,2022-04-01,2023-01-14,21,null,null,null,null,2022-09-09,2023-09-30,null,2023-01-10,null,null,S,2021-01-01,2999-12-31,S,190429,0.00,0.00,0.00,null,N
58999,DG031ZY,null,33,34,7.35,8.00,01,CORTO,CORTO da 6.00 m a 8.00 m,null,null,null,M3,AUTOBUS,null,null,E4,EURO4,03,RIALZATO (PIANALE MAX 87 CM),null,null,45,CAR IND,null,null,11,SCUOLA BUS,COMODATO,071,INT/TOR - ATIPICO CAVOURESE,null,null,MER,MERCEDES BENZ,035,AG 906,null,null,A,ALIENATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,AAS,null,AAS,null,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,TOR,null,1,GASOLIO AUT.,null,2007-03-08,2022-04-01,2023-01-14,19,null,null,null,null,2022-09-12,2023-09-30,null,2023-01-10,null,null,S,2021-01-01,2999-12-31,S,238192,0.00,0.00,0.00,null,N
59398,FY503HV,null,46,79,12.05,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,null,null,M3,AUTOBUS,II,CLASSE II,E6,EURO6,04,LOW ENTRY,L1,12M,30,IVECO,010,CROSSWAY 12 LOW ENTRY,04,INTERURBANO,PROPRIETA,072,INT/TOR - EXTRAURBANO,T001,TORINO (LOTTI CMT/AMP) - M.I.V.,IVE,IVECO,040,CBLE4/00,03,GASOLIO,E,ESERCIZIO,null,null,null,null,null,null,TOR,TORINO,TOR,TORINO,TOR,TORINO - STRADA DEL DROSSO 77,GTT,GRUPPO TORINESE TRASPORTI,ESTERNA,TOR,null,1,GASOLIO AUT.,0225,2019-08-28,2026-04-29,null,6,null,null,null,null,2026-03-30,2027-03-31,null,2026-07-14,null,null,S,2026-04-29,2999-12-31,S,414379,0.00,0.00,0.00,null,N
90335,COLONNE,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,ELETTRICO (NO EMISSIONI),null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,031,EMANUEL MOD. SCM75 (KIT DA 4 UNITÀ),99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,028,COLONNE MOBILI X SOLLEVAMENTO,null,null,V,VENDUTO ( NO ASSICURAZIONE ),null,null,null,null,null,null,MGN,MILANO VIA MARIGNANO,MGN,MILANO VIA MARIGNANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,999,null,null,null,null,2002-01-01,2002-01-01,2014-12-31,24,null,null,null,null,2013-12-31,2022-03-31,null,null,2014-12-31,null,S,2000-01-01,2999-12-31,S,0,0.00,0.00,0.00,N,N
90355,PIATTAFOR.,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,ELETTRICO (NO EMISSIONI),null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,042,EDMOLIFT MOD. TS2000B,99,ATTREZZATURE/IMPIANTI,PROPRIETÀ,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,036,PIATTAFORMA AEREA X PARABREZZA,null,null,E,ESERCIZIO,null,null,null,null,null,null,QTL,MILANO VIA QUINTILIANO,QTL,MILANO VIA QUINTILIANO,QTL,MILANO - VIA QUINTILIANO 18,AGI,AUTOGUIDOVIE,INTERNA,999,null,null,null,null,2001-01-01,2017-11-29,null,25,null,null,null,null,null,2100-01-01,null,null,null,null,S,2000-01-01,2999-12-31,S,0,0.00,0.00,0.00,N,N
90360,SALDATRICE,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,ELETTRICO (NO EMISSIONI),null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,045,TELWIN MOD. MATERMIG213,99,ATTREZZATURE/IMPIANTI,PROPRIETÀ,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,037,SALDATRICE A FILO CONTINUO,null,null,A,ALIENATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,MGN,MILANO VIA MARIGNANO,MGN,MILANO VIA MARIGNANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,999,null,null,null,null,1990-01-01,1990-01-01,2013-12-31,36,null,null,null,null,2013-12-31,2022-03-31,null,null,2013-12-31,null,S,2000-01-01,2999-12-31,S,0,0.00,0.00,0.00,N,N
90407,MOLA,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,ELETTRICO (NO EMISSIONI),null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,026,FEMI MOD. 402,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,025,MOLA X SMERIGLIO,null,null,E,ESERCIZIO,null,null,null,null,null,null,LCH,LACCHIARELLA (DEPOSITO),LCH,LACCHIARELLA (DEPOSITO),LCH,LACCHIARELLA - SS105 VIA MILANO 5/7,AGI,AUTOGUIDOVIE,INTERNA,999,null,null,null,null,1996-01-01,1996-01-01,null,30,null,null,null,null,null,2095-01-01,null,null,null,null,S,2000-01-01,2999-12-31,S,0,0.00,0.00,0.00,N,N
90427,TORNIO,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,ELETTRICO (NO EMISSIONI),null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,094,COMEC TD502,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,018,TORNIO X RETTIFICA DISCHI,null,null,F,FUORI PARCO,null,null,null,null,null,null,DES,DESIO VIA ROSSA,MGN,MILANO VIA MARIGNANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,999,null,null,null,null,1998-01-01,1998-01-01,2018-07-01,28,null,null,null,null,null,2097-01-01,null,null,null,null,S,1998-01-01,2999-12-31,S,0,0.00,0.00,0.00,N,N
90509,WIGAM,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,129,WIGAM 150-HP,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,009,MACCHINA PER RICARICA A/C,null,null,E,ESERCIZIO,null,null,null,null,null,null,VIG,VIGEVANO,VIG,VIGEVANO,VIG,VIGEVANO - VIA MOROSINI 35,AGI,AUTOGUIDOVIE,INTERNA,999,null,E,ENERGIA ELETTRICA,null,2018-04-01,2018-04-01,null,8,null,null,null,null,null,2117-04-01,null,null,null,null,S,2018-04-01,2999-12-31,S,0,0.00,0.00,0.00,null,N
90519,ASPIRAFUMI,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,ELETTRICO (NO EMISSIONI),null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,IM,IMPIANTI FISSI,012,FILCAR MOD. AL1000,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,P101,PROVINCIA DI PAVIA (AMBITO EXTRAURBANO),IMP,IMPIANTI,106,ASPIRAFUMI CENTRALIZZATO,null,null,E,ESERCIZIO,null,null,null,null,null,null,VOG,VOGHERA,VOG,VOGHERA,VOG,VOGHERA - VIA ORIOLO 21,AGI,AUTOGUIDOVIE,INTERNA,999,null,E,ENERGIA ELETTRICA,null,2018-04-01,2018-04-01,null,8,null,null,null,null,null,2117-04-01,null,null,null,null,S,2000-01-01,2999-12-31,S,0,0.00,0.00,0.00,N,N
90523,SALDATRICE,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,141,TELWIN MOD. SUPERMIG 380,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,P001,COMUNE DI PAVIA (AMBITO URBANO),IMP,IMPIANTI,037,SALDATRICE A FILO CONTINUO,null,null,E,ESERCIZIO,null,null,null,null,null,null,PAV,PAVIA CAMPEGGI,PAV,PAVIA CAMPEGGI,PAV,PAVIA - STRADA CAMPEGGI 17,AGI,AUTOGUIDOVIE,INTERNA,999,null,E,ENERGIA ELETTRICA,null,2018-04-01,2018-04-01,null,8,null,null,null,null,null,2117-04-01,null,null,null,null,S,2018-04-01,2999-12-31,S,0,0.00,0.00,0.00,null,N
90524,SALDATRICE,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,P101,PROVINCIA DI PAVIA (AMBITO EXTRAURBANO),IMP,IMPIANTI,039,SALDATRICE AD ELETTRODI,null,null,E,ESERCIZIO,null,null,null,null,null,null,VIG,VIGEVANO,VIG,VIGEVANO,VIG,VIGEVANO - VIA MOROSINI 35,AGI,AUTOGUIDOVIE,INTERNA,999,null,E,ENERGIA ELETTRICA,null,2019-05-15,2019-05-15,null,7,null,null,null,null,null,2118-05-15,null,null,null,null,S,2018-04-01,2999-12-31,S,0,0.00,0.00,0.00,null,N
90529,CRICK,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,MA,MANUALE,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,143,PROTOOLS PTJ70154,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,P001,COMUNE DI PAVIA (AMBITO URBANO),IMP,IMPIANTI,031,CRICK MOBILE PNEUMATICO,null,null,E,ESERCIZIO,null,null,null,null,null,null,PAV,PAVIA CAMPEGGI,PAV,PAVIA CAMPEGGI,PAV,PAVIA - STRADA CAMPEGGI 17,AGI,AUTOGUIDOVIE,INTERNA,999,null,1,GASOLIO AUT.,null,2019-07-08,2019-07-08,null,7,null,null,null,null,null,2118-07-08,null,null,null,null,S,2019-07-11,2999-12-31,S,0,0.00,0.00,0.00,null,N
90574,SERBCOMPR,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,153,KAESER,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,P001,COMUNE DI PAVIA (AMBITO URBANO),IMP,IMPIANTI,047,SERBATOIO COMPRESSORE,null,null,E,ESERCIZIO,null,null,null,null,null,null,DES,DESIO VIA ROSSA,DES,DESIO VIA ROSSA,DES,"DESIO - VIA GUIDO ROSSA, 17",AGI,AUTOGUIDOVIE,INTERNA,999,null,E,ENERGIA ELETTRICA,null,null,2015-01-01,null,null,null,null,null,null,null,null,null,null,null,null,S,2018-04-01,2999-12-31,S,0,0.00,0.00,0.00,null,N
90582,ESSICCOMPR,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,153,KAESER,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,P001,COMUNE DI PAVIA (AMBITO URBANO),IMP,IMPIANTI,048,ESSICCATORE COMPRESSORE,null,null,E,ESERCIZIO,null,null,null,null,null,null,DES,DESIO VIA ROSSA,DES,DESIO VIA ROSSA,DES,"DESIO - VIA GUIDO ROSSA, 17",AGI,AUTOGUIDOVIE,INTERNA,999,null,E,ENERGIA ELETTRICA,null,null,2015-01-01,null,null,null,null,null,null,null,null,null,null,null,null,S,2018-04-01,2999-12-31,S,0,0.00,0.00,0.00,null,N
90590,COLONNE,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,ELETTRICO (NO EMISSIONI),null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,123,STERTIL KONI ST-1075 FWA,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,028,COLONNE MOBILI X SOLLEVAMENTO,null,null,E,ESERCIZIO,null,null,null,null,null,null,MGN,MILANO VIA MARIGNANO,MGN,MILANO VIA MARIGNANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,999,null,null,null,null,2024-03-01,2024-03-01,null,2,null,null,null,null,null,2123-03-01,null,null,null,null,S,2024-03-01,2999-12-31,S,0,0.00,0.00,0.00,N,N
91005,TAGLIERINA,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,null,null,null,null,null,null,60,OMES,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,null,null,null,null,IMP,IMPIANTI,123,TAGLIERINA,null,null,R,ROTTAMATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,CAV,CAVOUR,CAV,CAVOUR,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,null,null,1,GASOLIO AUT.,null,2022-06-01,2022-06-13,null,4,null,null,null,null,null,2121-06-01,null,null,null,null,null,null,null,null,0,0.00,0.00,0.00,null,N
91024,TORNIO,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,ELETTRICO (NO EMISSIONI),null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,021,PMD MOD. IDRA2,99,ATTREZZATURE/IMPIANTI,PROPRIETÀ,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,021,TORNIO X RETTIFICA TAMBURI,null,null,E,ESERCIZIO,null,null,null,null,null,null,CAV,CAVOUR,CAV,CAVOUR,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,999,null,null,null,null,2022-06-01,null,null,4,null,null,null,null,null,2121-06-01,null,null,null,null,S,2000-01-01,2999-12-31,S,0,0.00,0.00,0.00,N,N
91035,MONTACARIC,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,ELETTRICO (NO EMISSIONI),null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,002,CAPRETTA DI SOLLEVAMENTO,null,null,E,ESERCIZIO,null,null,null,null,null,null,CAV,CAVOUR,CAV,CAVOUR,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,999,null,null,null,null,2022-06-01,null,null,4,null,null,null,null,null,2121-06-01,null,null,null,null,S,2000-01-01,2999-12-31,S,0,0.00,0.00,0.00,N,N
91037,MOLA,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,025,MOLA X SMERIGLIO,null,null,E,ESERCIZIO,null,null,null,null,null,null,CAV,CAVOUR,CAV,CAVOUR,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,999,null,E,ENERGIA ELETTRICA,null,2022-01-01,null,null,4,null,null,null,null,null,2121-01-01,null,null,null,null,S,2018-04-01,2999-12-31,S,0,0.00,0.00,0.00,null,N
91041,SCALA,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,MA,MANUALE,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,null,null,null,null,E,ESERCIZIO,null,null,null,null,null,null,CAV,CAVOUR,CAV,CAVOUR,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,999,null,1,GASOLIO AUT.,null,2019-04-01,null,null,7,null,null,null,null,null,2118-04-01,null,null,null,null,S,2022-05-20,2999-12-31,S,0,0.00,0.00,0.00,null,N
91106,MOLA,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,null,null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,025,MOLA X SMERIGLIO,null,null,E,ESERCIZIO,null,null,null,null,null,null,TOR,TORINO,TOR,TORINO,TOR,TORINO - STRADA DEL DROSSO 77,CAV,CAVOURESE,INTERNA,999,null,E,ENERGIA ELETTRICA,null,2022-06-01,null,null,4,null,null,null,null,null,2121-06-01,null,null,null,null,S,2018-04-01,2999-12-31,S,0,0.00,0.00,0.00,null,N
91107,CARIBATTER,null,0,0,0.00,6.00,00,CORTISSIMO,CORTISSIMO da 0.00 m a 6.00 m,ELETTRICO (NO EMISSIONI),null,null,A1,DOTAZIONI OFFICINA,null,null,EL,ELETTRICO,null,null,null,null,AT,ATTREZZATURE DI OFFICINA,null,null,99,ATTREZZATURE/IMPIANTI,PROPRIETA,999,OFF/COR - OFFICINA GENERICO,null,null,IMP,IMPIANTI,126,CARICABATTERIE,null,null,E,ESERCIZIO,null,null,null,null,null,null,TOR,TORINO,TOR,TORINO,TOR,TORINO - STRADA DEL DROSSO 77,CAV,CAVOURESE,INTERNA,999,null,null,null,null,2022-06-01,null,null,4,null,null,null,null,null,2121-06-01,null,null,null,null,S,2000-01-01,2999-12-31,S,0,0.00,0.00,0.00,N,N
